Year,Factor_1,Factor_2,q_1,q_2,q_12,Interaction_type
2000,ASPECT,SOIL,0.007526298837590595,0.6740719203025786,0.6768033618548897,bivariate enhancement
2000,ASPECT,AET,0.007526298837590595,0.7454475639141847,0.7493638043601663,bivariate enhancement
2000,ASPECT,SWE,0.007526298837590595,0.46728392775519145,0.4777881183206578,nonlinear enhancement
2000,WRB,PRE,0.5953171762783143,0.694400301630705,0.8076912393319741,bivariate enhancement
2000,WRB,TEMMAX,0.5953171762783143,0.23666715796414373,0.6803073204126616,bivariate enhancement
2000,WRB,TEMMIN,0.5953171762783143,0.089970619615789,0.7293003888788246,nonlinear enhancement
2000,WRB,TEM,0.5953171762783143,0.1612188550202558,0.6980389587814853,bivariate enhancement
2000,WRB,SOIL,0.5953171762783143,0.6740719203025786,0.7887365658705108,bivariate enhancement
2000,WRB,AET,0.5953171762783143,0.7454475639141847,0.8263639631551937,bivariate enhancement
2000,WRB,SWE,0.5953171762783143,0.46728392775519145,0.7138447147459459,bivariate enhancement
2000,PRE,TEMMAX,0.694400301630705,0.23666715796414373,0.8099651626587342,bivariate enhancement
2000,PRE,TEMMIN,0.694400301630705,0.089970619615789,0.8055444029612295,nonlinear enhancement
2000,PRE,TEM,0.694400301630705,0.1612188550202558,0.8084979865939692,bivariate enhancement
2000,PRE,SOIL,0.694400301630705,0.6740719203025786,0.7171983458877838,bivariate enhancement
2000,PRE,AET,0.694400301630705,0.7454475639141847,0.7547844236322404,bivariate enhancement
2000,PRE,SWE,0.694400301630705,0.46728392775519145,0.704932221131109,bivariate enhancement
2000,TEMMAX,TEMMIN,0.23666715796414373,0.089970619615789,0.5867353274188922,nonlinear enhancement
2000,TEMMAX,TEM,0.23666715796414373,0.1612188550202558,0.46495484734471404,nonlinear enhancement
2000,TEMMAX,SOIL,0.23666715796414373,0.6740719203025786,0.7996944523707268,bivariate enhancement
2000,TEMMAX,AET,0.23666715796414373,0.7454475639141847,0.812435182567328,bivariate enhancement
2000,TEMMAX,SWE,0.23666715796414373,0.46728392775519145,0.712295760803257,nonlinear enhancement
2000,TEMMIN,TEM,0.089970619615789,0.1612188550202558,0.4171472952918538,nonlinear enhancement
2000,TEMMIN,SOIL,0.089970619615789,0.6740719203025786,0.7912452483917702,nonlinear enhancement
2000,TEMMIN,AET,0.089970619615789,0.7454475639141847,0.81234940842864,bivariate enhancement
2000,TEMMIN,SWE,0.089970619615789,0.46728392775519145,0.6789360515433147,nonlinear enhancement
2000,TEM,SOIL,0.1612188550202558,0.6740719203025786,0.7971401962617711,bivariate enhancement
2000,TEM,AET,0.1612188550202558,0.7454475639141847,0.8142437621219051,bivariate enhancement
2000,TEM,SWE,0.1612188550202558,0.46728392775519145,0.7004483484840174,nonlinear enhancement
2000,SOIL,AET,0.6740719203025786,0.7454475639141847,0.7594041021647097,bivariate enhancement
2000,SOIL,SWE,0.6740719203025786,0.46728392775519145,0.682142420510233,bivariate enhancement
2000,AET,SWE,0.7454475639141847,0.46728392775519145,0.7529145376415229,bivariate enhancement
2005,DEM,SLOPE,0.12725785534932577,0.10901568624350244,0.4202002932340493,nonlinear enhancement
2005,DEM,ASPECT,0.12725785534932577,0.007761286970575432,0.14485912922071242,nonlinear enhancement
2005,DEM,WRB,0.12725785534932577,0.5835736254857982,0.7367888024203597,nonlinear enhancement
2005,DEM,PRE,0.12725785534932577,0.6888014284283297,0.7978310251242225,bivariate enhancement
2005,DEM,TEMMAX,0.12725785534932577,0.16027897887352405,0.5571257871135322,nonlinear enhancement
2005,DEM,TEMMIN,0.12725785534932577,0.08970547975273946,0.2665578198798515,nonlinear enhancement
2005,DEM,TEM,0.12725785534932577,0.1135704965899691,0.43378896798721245,nonlinear enhancement
2005,DEM,SOIL,0.12725785534932577,0.5796186125872163,0.7573345901150506,nonlinear enhancement
2005,DEM,AET,0.12725785534932577,0.6860240398622504,0.7799984930750021,bivariate enhancement
2005,DEM,SWE,0.12725785534932577,0.36832677564876704,0.5658978925984297,nonlinear enhancement
2005,SLOPE,ASPECT,0.10901568624350244,0.007761286970575432,0.11855964531039809,nonlinear enhancement
2005,SLOPE,WRB,0.10901568624350244,0.5835736254857982,0.6040784149750562,bivariate enhancement
2005,SLOPE,PRE,0.10901568624350244,0.6888014284283297,0.71363230135984,bivariate enhancement
2005,SLOPE,TEMMAX,0.10901568624350244,0.16027897887352405,0.2770171627545499,nonlinear enhancement
2005,SLOPE,TEMMIN,0.10901568624350244,0.08970547975273946,0.3080748148353004,nonlinear enhancement
2005,SLOPE,TEM,0.10901568624350244,0.1135704965899691,0.2767701620468752,nonlinear enhancement
2005,SLOPE,SOIL,0.10901568624350244,0.5796186125872163,0.603828591219491,bivariate enhancement
2005,SLOPE,AET,0.10901568624350244,0.6860240398622504,0.7445083566535795,bivariate enhancement
2005,SLOPE,SWE,0.10901568624350244,0.36832677564876704,0.43297362712833476,bivariate enhancement
2005,ASPECT,WRB,0.007761286970575432,0.5835736254857982,0.5886659914050778,bivariate enhancement
2005,ASPECT,PRE,0.007761286970575432,0.6888014284283297,0.6938495006094516,bivariate enhancement
2005,ASPECT,TEMMAX,0.007761286970575432,0.16027897887352405,0.1746608401112416,nonlinear enhancement
2005,ASPECT,TEMMIN,0.007761286970575432,0.08970547975273946,0.11052561951234485,nonlinear enhancement
2005,ASPECT,TEM,0.007761286970575432,0.1135704965899691,0.13023537483144743,nonlinear enhancement
2005,ASPECT,SOIL,0.007761286970575432,0.5796186125872163,0.5834575575643377,bivariate enhancement
2005,ASPECT,AET,0.007761286970575432,0.6860240398622504,0.6937126347830185,bivariate enhancement
2005,ASPECT,SWE,0.007761286970575432,0.36832677564876704,0.38143619952695174,nonlinear enhancement
2005,WRB,PRE,0.5835736254857982,0.6888014284283297,0.7992778203271437,bivariate enhancement
2005,WRB,TEMMAX,0.5835736254857982,0.16027897887352405,0.682164528039306,bivariate enhancement
2005,WRB,TEMMIN,0.5835736254857982,0.08970547975273946,0.7280551977525107,nonlinear enhancement
2005,WRB,TEM,0.5835736254857982,0.1135704965899691,0.6994795728798108,nonlinear enhancement
2005,WRB,SOIL,0.5835736254857982,0.5796186125872163,0.7443922806429957,bivariate enhancement
2005,WRB,AET,0.5835736254857982,0.6860240398622504,0.8092956403981151,bivariate enhancement
2005,WRB,SWE,0.5835736254857982,0.36832677564876704,0.682105112846884,bivariate enhancement
2005,PRE,TEMMAX,0.6888014284283297,0.16027897887352405,0.8030172525438196,bivariate enhancement
2005,PRE,TEMMIN,0.6888014284283297,0.08970547975273946,0.796012233231577,nonlinear enhancement
2005,PRE,TEM,0.6888014284283297,0.1135704965899691,0.8001996177708041,bivariate enhancement
2005,PRE,SOIL,0.6888014284283297,0.5796186125872163,0.7011399778085945,bivariate enhancement
2005,PRE,AET,0.6888014284283297,0.6860240398622504,0.7418597282064665,bivariate enhancement
2005,PRE,SWE,0.6888014284283297,0.36832677564876704,0.7159159900827323,bivariate enhancement
2005,TEMMAX,TEMMIN,0.16027897887352405,0.08970547975273946,0.5167221416239651,nonlinear enhancement
2005,TEMMAX,TEM,0.16027897887352405,0.1135704965899691,0.33613583985238504,nonlinear enhancement
2005,TEMMAX,SOIL,0.16027897887352405,0.5796186125872163,0.7758906256519302,nonlinear enhancement
2005,TEMMAX,AET,0.16027897887352405,0.6860240398622504,0.8010351865063289,bivariate enhancement
2005,TEMMAX,SWE,0.16027897887352405,0.36832677564876704,0.6783737030941851,nonlinear enhancement
2005,TEMMIN,TEM,0.08970547975273946,0.1135704965899691,0.3464262771197073,nonlinear enhancement
2005,TEMMIN,SOIL,0.08970547975273946,0.5796186125872163,0.7721116161941866,nonlinear enhancement
2005,TEMMIN,AET,0.08970547975273946,0.6860240398622504,0.7961990433417148,nonlinear enhancement
2005,TEMMIN,SWE,0.08970547975273946,0.36832677564876704,0.6279491527397922,nonlinear enhancement
2005,TEM,SOIL,0.1135704965899691,0.5796186125872163,0.7760965930416931,nonlinear enhancement
2005,TEM,AET,0.1135704965899691,0.6860240398622504,0.7995983285495061,nonlinear enhancement
2005,TEM,SWE,0.1135704965899691,0.36832677564876704,0.6585250243935168,nonlinear enhancement
2005,SOIL,AET,0.5796186125872163,0.6860240398622504,0.7135916780883602,bivariate enhancement
2005,SOIL,SWE,0.5796186125872163,0.36832677564876704,0.6016382060467711,bivariate enhancement
2005,AET,SWE,0.6860240398622504,0.36832677564876704,0.6991507998697224,bivariate enhancement
2010,DEM,SLOPE,0.14343808718744044,0.10196282063837281,0.4307704385821829,nonlinear enhancement
2010,DEM,ASPECT,0.14343808718744044,0.007608881647607757,0.16035091832459136,nonlinear enhancement
2010,DEM,WRB,0.14343808718744044,0.5752434128688035,0.7412195531480026,nonlinear enhancement
2010,DEM,PRE,0.14343808718744044,0.6762320435514897,0.7833204179853462,bivariate enhancement
2010,DEM,TEMMAX,0.14343808718744044,0.22059846865405552,0.6465104020209056,nonlinear enhancement
2010,DEM,TEMMIN,0.14343808718744044,0.15085076489732874,0.4381631433083987,nonlinear enhancement
2010,DEM,TEM,0.14343808718744044,0.1876844018490187,0.5690705749805351,nonlinear enhancement
2010,DEM,SOIL,0.14343808718744044,0.6493511886272371,0.7764598789939399,bivariate enhancement
2010,DEM,AET,0.14343808718744044,0.6698415422963805,0.7705299734863065,bivariate enhancement
2010,DEM,SWE,0.14343808718744044,0.43272782840755963,0.6044456118031316,nonlinear enhancement
2010,SLOPE,ASPECT,0.10196282063837281,0.007608881647607757,0.11101325595611677,nonlinear enhancement
2010,SLOPE,WRB,0.10196282063837281,0.5752434128688035,0.5949269800093206,bivariate enhancement
2010,SLOPE,PRE,0.10196282063837281,0.6762320435514897,0.7091224549110446,bivariate enhancement
2010,SLOPE,TEMMAX,0.10196282063837281,0.22059846865405552,0.29708921344271877,bivariate enhancement
2010,SLOPE,TEMMIN,0.10196282063837281,0.15085076489732874,0.30544314889816115,nonlinear enhancement
2010,SLOPE,TEM,0.10196282063837281,0.1876844018490187,0.3018156383369731,nonlinear enhancement
2010,SLOPE,SOIL,0.10196282063837281,0.6493511886272371,0.6755875590504201,bivariate enhancement
2010,SLOPE,AET,0.10196282063837281,0.6698415422963805,0.7328909465686704,bivariate enhancement
2010,SLOPE,SWE,0.10196282063837281,0.43272782840755963,0.4715425382965055,bivariate enhancement
2010,ASPECT,WRB,0.007608881647607757,0.5752434128688035,0.5803325741607036,bivariate enhancement
2010,ASPECT,PRE,0.007608881647607757,0.6762320435514897,0.6818755003686855,bivariate enhancement
2010,ASPECT,TEMMAX,0.007608881647607757,0.22059846865405552,0.23040690827171528,nonlinear enhancement
2010,ASPECT,TEMMIN,0.007608881647607757,0.15085076489732874,0.165082215041087,nonlinear enhancement
2010,ASPECT,TEM,0.007608881647607757,0.1876844018490187,0.1994988427342408,nonlinear enhancement
2010,ASPECT,SOIL,0.007608881647607757,0.6493511886272371,0.6531203988222782,bivariate enhancement
2010,ASPECT,AET,0.007608881647607757,0.6698415422963805,0.6758528978661716,bivariate enhancement
2010,ASPECT,SWE,0.007608881647607757,0.43272782840755963,0.4439775947422502,nonlinear enhancement
2010,WRB,PRE,0.5752434128688035,0.6762320435514897,0.7943129868856014,bivariate enhancement
2010,WRB,TEMMAX,0.5752434128688035,0.22059846865405552,0.6622984035710362,bivariate enhancement
2010,WRB,TEMMIN,0.5752434128688035,0.15085076489732874,0.6975555251198136,bivariate enhancement
2010,WRB,TEM,0.5752434128688035,0.1876844018490187,0.6752143732184979,bivariate enhancement
2010,WRB,SOIL,0.5752434128688035,0.6493511886272371,0.7830540874605607,bivariate enhancement
2010,WRB,AET,0.5752434128688035,0.6698415422963805,0.8095311868565003,bivariate enhancement
2010,WRB,SWE,0.5752434128688035,0.43272782840755963,0.6922793631968376,bivariate enhancement
2010,PRE,TEMMAX,0.6762320435514897,0.22059846865405552,0.7845423695972269,bivariate enhancement
2010,PRE,TEMMIN,0.6762320435514897,0.15085076489732874,0.7773310871073738,bivariate enhancement
2010,PRE,TEM,0.6762320435514897,0.1876844018490187,0.7824144838184741,bivariate enhancement
2010,PRE,SOIL,0.6762320435514897,0.6493511886272371,0.7043473240792034,bivariate enhancement
2010,PRE,AET,0.6762320435514897,0.6698415422963805,0.7205901372494691,bivariate enhancement
2010,PRE,SWE,0.6762320435514897,0.43272782840755963,0.692354595880049,bivariate enhancement
2010,TEMMAX,TEMMIN,0.22059846865405552,0.15085076489732874,0.5121459582332214,nonlinear enhancement
2010,TEMMAX,TEM,0.22059846865405552,0.1876844018490187,0.3716315174542816,bivariate enhancement
2010,TEMMAX,SOIL,0.22059846865405552,0.6493511886272371,0.7877688037857221,bivariate enhancement
2010,TEMMAX,AET,0.22059846865405552,0.6698415422963805,0.7891593576636882,bivariate enhancement
2010,TEMMAX,SWE,0.22059846865405552,0.43272782840755963,0.6975639651146439,nonlinear enhancement
2010,TEMMIN,TEM,0.15085076489732874,0.1876844018490187,0.36112183909947826,nonlinear enhancement
2010,TEMMIN,SOIL,0.15085076489732874,0.6493511886272371,0.7781766741968772,bivariate enhancement
2010,TEMMIN,AET,0.15085076489732874,0.6698415422963805,0.7848682998538327,bivariate enhancement
2010,TEMMIN,SWE,0.15085076489732874,0.43272782840755963,0.6838011051664454,nonlinear enhancement
2010,TEM,SOIL,0.1876844018490187,0.6493511886272371,0.7845722178141425,bivariate enhancement
2010,TEM,AET,0.1876844018490187,0.6698415422963805,0.7885113397226845,bivariate enhancement
2010,TEM,SWE,0.1876844018490187,0.43272782840755963,0.7001642687405889,nonlinear enhancement
2010,SOIL,AET,0.6493511886272371,0.6698415422963805,0.7099326686828873,bivariate enhancement
2010,SOIL,SWE,0.6493511886272371,0.43272782840755963,0.6563451429773176,bivariate enhancement
2010,AET,SWE,0.6698415422963805,0.43272782840755963,0.6785349510155894,bivariate enhancement
2015,DEM,SLOPE,0.13308374880161378,0.10441711360769268,0.4210273644566035,nonlinear enhancement
2015,DEM,ASPECT,0.13308374880161378,0.0075028316952484575,0.14957279379446975,nonlinear enhancement
2015,DEM,WRB,0.13308374880161378,0.5840574550279859,0.7352452738386495,nonlinear enhancement
2015,DEM,PRE,0.13308374880161378,0.6666464008761472,0.7819061463127235,bivariate enhancement
2015,DEM,TEMMAX,0.13308374880161378,0.20173796144276157,0.5977875071406011,nonlinear enhancement
2015,DEM,TEMMIN,0.13308374880161378,0.09518996761942122,0.3001084338876291,nonlinear enhancement
2015,DEM,TEM,0.13308374880161378,0.14803630537086432,0.4900403680950526,nonlinear enhancement
2015,DEM,SOIL,0.13308374880161378,0.6553184451881977,0.7637208530365014,bivariate enhancement
2015,DEM,AET,0.13308374880161378,0.6483347433475939,0.7756309382577965,bivariate enhancement
2015,DEM,SWE,0.13308374880161378,0.4603829909894578,0.6237572393105174,nonlinear enhancement
2015,SLOPE,ASPECT,0.10441711360769268,0.0075028316952484575,0.113564717171587,nonlinear enhancement
2015,SLOPE,WRB,0.10441711360769268,0.5840574550279859,0.6029890503807547,bivariate enhancement
2015,SLOPE,PRE,0.10441711360769268,0.6666464008761472,0.7079685116782566,bivariate enhancement
2015,SLOPE,TEMMAX,0.10441711360769268,0.20173796144276157,0.286580519518601,bivariate enhancement
2015,SLOPE,TEMMIN,0.10441711360769268,0.09518996761942122,0.29834481378206923,nonlinear enhancement
2015,SLOPE,TEM,0.10441711360769268,0.14803630537086432,0.28861757439062186,nonlinear enhancement
2015,SLOPE,SOIL,0.10441711360769268,0.6553184451881977,0.687615703923382,bivariate enhancement
2015,SLOPE,AET,0.10441711360769268,0.6483347433475939,0.7227683339121954,bivariate enhancement
2015,SLOPE,SWE,0.10441711360769268,0.4603829909894578,0.5045098570019827,bivariate enhancement
2015,ASPECT,WRB,0.0075028316952484575,0.5840574550279859,0.589346411683606,bivariate enhancement
2015,ASPECT,PRE,0.0075028316952484575,0.6666464008761472,0.6729088781185522,bivariate enhancement
2015,ASPECT,TEMMAX,0.0075028316952484575,0.20173796144276157,0.21178768378579993,nonlinear enhancement
2015,ASPECT,TEMMIN,0.0075028316952484575,0.09518996761942122,0.11222558571123342,nonlinear enhancement
2015,ASPECT,TEM,0.0075028316952484575,0.14803630537086432,0.16116569799631197,nonlinear enhancement
2015,ASPECT,SOIL,0.0075028316952484575,0.6553184451881977,0.6585648933454198,bivariate enhancement
2015,ASPECT,AET,0.0075028316952484575,0.6483347433475939,0.6560552056202988,nonlinear enhancement
2015,ASPECT,SWE,0.0075028316952484575,0.4603829909894578,0.47229304948542306,nonlinear enhancement
2015,WRB,PRE,0.5840574550279859,0.6666464008761472,0.786452856544829,bivariate enhancement
2015,WRB,TEMMAX,0.5840574550279859,0.20173796144276157,0.66504299593177,bivariate enhancement
2015,WRB,TEMMIN,0.5840574550279859,0.09518996761942122,0.7104579837765044,nonlinear enhancement
2015,WRB,TEM,0.5840574550279859,0.14803630537086432,0.6814773302348555,bivariate enhancement
2015,WRB,SOIL,0.5840574550279859,0.6553184451881977,0.7751783605424376,bivariate enhancement
2015,WRB,AET,0.5840574550279859,0.6483347433475939,0.7979635457664862,bivariate enhancement
2015,WRB,SWE,0.5840574550279859,0.4603829909894578,0.7137581611194755,bivariate enhancement
2015,PRE,TEMMAX,0.6666464008761472,0.20173796144276157,0.7819124745613079,bivariate enhancement
2015,PRE,TEMMIN,0.6666464008761472,0.09518996761942122,0.7774673073321028,nonlinear enhancement
2015,PRE,TEM,0.6666464008761472,0.14803630537086432,0.7797654671715347,bivariate enhancement
2015,PRE,SOIL,0.6666464008761472,0.6553184451881977,0.69706529118692,bivariate enhancement
2015,PRE,AET,0.6666464008761472,0.6483347433475939,0.695314361480944,bivariate enhancement
2015,PRE,SWE,0.6666464008761472,0.4603829909894578,0.6749844356562126,bivariate enhancement
2015,TEMMAX,TEMMIN,0.20173796144276157,0.09518996761942122,0.5296028128671249,nonlinear enhancement
2015,TEMMAX,TEM,0.20173796144276157,0.14803630537086432,0.4013541539236667,nonlinear enhancement
2015,TEMMAX,SOIL,0.20173796144276157,0.6553184451881977,0.7575351564219482,bivariate enhancement
2015,TEMMAX,AET,0.20173796144276157,0.6483347433475939,0.7837719144475883,bivariate enhancement
2015,TEMMAX,SWE,0.20173796144276157,0.4603829909894578,0.6844133438254998,nonlinear enhancement
2015,TEMMIN,TEM,0.09518996761942122,0.14803630537086432,0.37941265358379994,nonlinear enhancement
2015,TEMMIN,SOIL,0.09518996761942122,0.6553184451881977,0.7552521325893793,nonlinear enhancement
2015,TEMMIN,AET,0.09518996761942122,0.6483347433475939,0.7788447029837716,nonlinear enhancement
2015,TEMMIN,SWE,0.09518996761942122,0.4603829909894578,0.666044561371194,nonlinear enhancement
2015,TEM,SOIL,0.14803630537086432,0.6553184451881977,0.755992074731653,bivariate enhancement
2015,TEM,AET,0.14803630537086432,0.6483347433475939,0.782003044865751,bivariate enhancement
2015,TEM,SWE,0.14803630537086432,0.4603829909894578,0.6811519873456702,nonlinear enhancement
2015,SOIL,AET,0.6553184451881977,0.6483347433475939,0.6984089134200007,bivariate enhancement
2015,SOIL,SWE,0.6553184451881977,0.4603829909894578,0.6580418457046051,bivariate enhancement
2015,AET,SWE,0.6483347433475939,0.4603829909894578,0.6654344831150893,bivariate enhancement
2020,DEM,SLOPE,0.12344226068077502,0.10347966886805271,0.40899478223897223,nonlinear enhancement
2020,DEM,ASPECT,0.12344226068077502,0.007938522282125327,0.14088814651188175,nonlinear enhancement
2020,DEM,WRB,0.12344226068077502,0.5772667485298353,0.7287706308916952,nonlinear enhancement
2020,DEM,PRE,0.12344226068077502,0.6579797481142966,0.775035608685623,bivariate enhancement
2020,DEM,TEMMAX,0.12344226068077502,0.16467524564935354,0.5866656027334702,nonlinear enhancement
2020,DEM,TEMMIN,0.12344226068077502,0.07780378928389609,0.25784530683987616,nonlinear enhancement
2020,DEM,TEM,0.12344226068077502,0.10744208140187383,0.4498530674190413,nonlinear enhancement
2020,DEM,SOIL,0.12344226068077502,0.5344639043352939,0.7437898870095049,nonlinear enhancement
2020,DEM,AET,0.12344226068077502,0.7162915299375431,0.7845852659681275,bivariate enhancement
2020,DEM,SWE,0.12344226068077502,0.464050879647915,0.6253547403183264,nonlinear enhancement
2020,SLOPE,ASPECT,0.10347966886805271,0.007938522282125327,0.11320917097146455,nonlinear enhancement
2020,SLOPE,WRB,0.10347966886805271,0.5772667485298353,0.5970244640273757,bivariate enhancement
2020,SLOPE,PRE,0.10347966886805271,0.6579797481142966,0.677086943466991,bivariate enhancement
2020,SLOPE,TEMMAX,0.10347966886805271,0.16467524564935354,0.27515831342570385,nonlinear enhancement
2020,SLOPE,TEMMIN,0.10347966886805271,0.07780378928389609,0.2977426052677411,nonlinear enhancement
2020,SLOPE,TEM,0.10347966886805271,0.10744208140187383,0.27355513946512944,nonlinear enhancement
2020,SLOPE,SOIL,0.10347966886805271,0.5344639043352939,0.5687288495711865,bivariate enhancement
2020,SLOPE,AET,0.10347966886805271,0.7162915299375431,0.749246264235915,bivariate enhancement
2020,SLOPE,SWE,0.10347966886805271,0.464050879647915,0.5220641777114576,bivariate enhancement
2020,ASPECT,WRB,0.007938522282125327,0.5772667485298353,0.5824407807716862,bivariate enhancement
2020,ASPECT,PRE,0.007938522282125327,0.6579797481142966,0.6614906855322246,bivariate enhancement
2020,ASPECT,TEMMAX,0.007938522282125327,0.16467524564935354,0.17902733606592425,nonlinear enhancement
2020,ASPECT,TEMMIN,0.007938522282125327,0.07780378928389609,0.09879843971202162,nonlinear enhancement
2020,ASPECT,TEM,0.007938522282125327,0.10744208140187383,0.12353836791055417,nonlinear enhancement
2020,ASPECT,SOIL,0.007938522282125327,0.5344639043352939,0.540695738651111,bivariate enhancement
2020,ASPECT,AET,0.007938522282125327,0.7162915299375431,0.7203552401701011,bivariate enhancement
2020,ASPECT,SWE,0.007938522282125327,0.464050879647915,0.47321790873430647,nonlinear enhancement
2020,WRB,PRE,0.5772667485298353,0.6579797481142966,0.775248696497567,bivariate enhancement
2020,WRB,TEMMAX,0.5772667485298353,0.16467524564935354,0.6690507509193843,bivariate enhancement
2020,WRB,TEMMIN,0.5772667485298353,0.07780378928389609,0.7151802678719983,nonlinear enhancement
2020,WRB,TEM,0.5772667485298353,0.10744208140187383,0.6886062658912218,nonlinear enhancement
2020,WRB,SOIL,0.5772667485298353,0.5344639043352939,0.7269299762207013,bivariate enhancement
2020,WRB,AET,0.5772667485298353,0.7162915299375431,0.798194529262286,bivariate enhancement
2020,WRB,SWE,0.5772667485298353,0.464050879647915,0.7112146301123532,bivariate enhancement
2020,PRE,TEMMAX,0.6579797481142966,0.16467524564935354,0.7810676780101552,bivariate enhancement
2020,PRE,TEMMIN,0.6579797481142966,0.07780378928389609,0.7717854354828828,nonlinear enhancement
2020,PRE,TEM,0.6579797481142966,0.10744208140187383,0.7776937254042141,nonlinear enhancement
2020,PRE,SOIL,0.6579797481142966,0.5344639043352939,0.6743649242108628,bivariate enhancement
2020,PRE,AET,0.6579797481142966,0.7162915299375431,0.7298489508657705,bivariate enhancement
2020,PRE,SWE,0.6579797481142966,0.464050879647915,0.6653971856687043,bivariate enhancement
2020,TEMMAX,TEMMIN,0.16467524564935354,0.07780378928389609,0.5076463184492093,nonlinear enhancement
2020,TEMMAX,TEM,0.16467524564935354,0.10744208140187383,0.35802303033997773,nonlinear enhancement
2020,TEMMAX,SOIL,0.16467524564935354,0.5344639043352939,0.7670955426903702,nonlinear enhancement
2020,TEMMAX,AET,0.16467524564935354,0.7162915299375431,0.7882367134326463,bivariate enhancement
2020,TEMMAX,SWE,0.16467524564935354,0.464050879647915,0.7104053516487416,nonlinear enhancement
2020,TEMMIN,TEM,0.07780378928389609,0.10744208140187383,0.33820542120697494,nonlinear enhancement
2020,TEMMIN,SOIL,0.07780378928389609,0.5344639043352939,0.7449486340780338,nonlinear enhancement
2020,TEMMIN,AET,0.07780378928389609,0.7162915299375431,0.7783649450304125,bivariate enhancement
2020,TEMMIN,SWE,0.07780378928389609,0.464050879647915,0.65506095891491,nonlinear enhancement
2020,TEM,SOIL,0.10744208140187383,0.5344639043352939,0.7572181743652189,nonlinear enhancement
2020,TEM,AET,0.10744208140187383,0.7162915299375431,0.7837924475969889,bivariate enhancement
2020,TEM,SWE,0.10744208140187383,0.464050879647915,0.6877129239077128,nonlinear enhancement
2020,SOIL,AET,0.5344639043352939,0.7162915299375431,0.7299174699348854,bivariate enhancement
2020,SOIL,SWE,0.5344639043352939,0.464050879647915,0.5568909936422044,bivariate enhancement
2020,AET,SWE,0.7162915299375431,0.464050879647915,0.7271863184817235,bivariate enhancement
2024,DEM,SLOPE,0.171567932643384,0.08257760863258823,0.44263298708256704,nonlinear enhancement
2024,DEM,ASPECT,0.171567932643384,0.007695472238220757,0.1880779770671238,nonlinear enhancement
2024,DEM,WRB,0.171567932643384,0.5775660768724429,0.7547079599576468,nonlinear enhancement
2024,DEM,PRE,0.171567932643384,0.6997989893907769,0.8043188584181122,bivariate enhancement
2024,DEM,TEMMAX,0.171567932643384,0.18704522188265948,0.63115544570602,nonlinear enhancement
2024,DEM,TEMMIN,0.171567932643384,0.09076138180098403,0.34235411049470377,nonlinear enhancement
2024,DEM,TEM,0.171567932643384,0.12671065095977785,0.520140489541308,nonlinear enhancement
2024,DEM,SOIL,0.171567932643384,0.6806231373839217,0.7892410161603135,bivariate enhancement
2024,DEM,AET,0.171567932643384,0.7214867698396468,0.800559686357297,bivariate enhancement
